seller_name,Count_of_favs,total_sales,total_shop_reviews,shop_rating,years_active_with_Etsy,seller_return_policy,seller_return_time,seller_shipping_time,seller_responsivess
SueBearsAttic,"247 Admirers","1,234 sales","(284)","4.8923","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
TimsSecretTreasures,"194 Admirers","577 sales","(102)","5","On Etsy since 2014","I don't accept returns, exchanges, or cancellations","","3–5 business days",""
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
TheVintageEurope,"3403 Admirers","4,834 sales","(1014)","4.9112","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
VisionShopUA,"403 Admirers","93 sales","(33)","4.8333","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
oldschoolvibes,"2872 Admirers","1,237 sales","(323)","4.9565","On Etsy since 2014","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
CollectWhb,"456 Admirers","923 sales","(130)","5","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
VintageKoolStuff,"158 Admirers","264 sales","(54)","4.4","On Etsy since 2013","","","",""
Morethebuckles,"3619 Admirers","6,171 sales","(1546)","4.9065","On Etsy since 2014","I don't accept returns, exchanges, or cancellations","","1–2 business days","within 24 hours."
EagerlySought,"273 Admirers","280 sales","(85)","4.75","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
MoreUnusualTheBetter,"707 Admirers","2,143 sales","(662)","4.9252","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
Pascalene,"1613 Admirers","1,643 sales","(473)","4.7857","On Etsy since 2010","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
curioscity,"2009 Admirers","4,242 sales","(1372)","4.9672","On Etsy since 2011","","","1–3 business days","within a few hours."
OldTimersVintageCo,"86 Admirers","352 sales","(66)","4.8333","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
RetroReaction,"1382 Admirers","5,077 sales","(1396)","4.9833","On Etsy since 2011","","","1–2 business days","within 24 hours."
AllCuriosities,"246 Admirers","2,039 sales","(432)","4.9069","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
fleamarketEU,"381 Admirers","533 sales","(91)","4.8605","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
AnalizeVintage,"141 Admirers","298 sales","(61)","4.9024","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
SugarCreekVintage,"818 Admirers","3,768 sales","(1248)","4.9808","On Etsy since 2012","I gladly accept returns","3 days of delivery","1–3 business days","within a few hours."
ivonabg,"276 Admirers","459 sales","(114)","4.8636","On Etsy since 2015","","","1–3 business days","within 24 hours."
VintageEuropeanFinds,"1612 Admirers","1,505 sales","(395)","4.8649","On Etsy since 2014","I don't accept returns, exchanges, or cancellations","","3–5 business days","within 24 hours."
RareMexicanAztecArt,"293 Admirers","423 sales","(93)","4.9318","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
okanaganvintage,"688 Admirers","1,083 sales","(247)","4.9","On Etsy since 2013","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
Lilldim,"1003 Admirers","616 sales","(130)","5","On Etsy since 2015","I gladly accept returns and exchanges","3 days of delivery","3–5 business days","within a few hours."
GuestFromThePast,"3002 Admirers","5,431 sales","(797)","4.8397","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
Britabean,"352 Admirers","1,878 sales","(496)","4.9658","On Etsy since 2009","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
maydo2019,"11 Admirers","4 sales","","","On Etsy since 2019","","","3–4 weeks",""
JunqueGypsy,"2980 Admirers","3,699 sales","(1038)","4.931","On Etsy since 2009","I don't accept returns, exchanges, or cancellations","","1 business day","within a few hours."
DanishOldies,"753 Admirers","778 sales","(186)","4.9333","On Etsy since 2015","","","1–2 business days","within a few hours."
Digsmodern,"808 Admirers","52 sales","(11)","4","On Etsy since 2013","","","",""
AlwaysPlanBVintage,"718 Admirers","1,442 sales","(333)","4.8571","On Etsy since 2015","","","1–3 business days","within a few hours."
GuestFromThePast,"3002 Admirers","5,431 sales","(797)","4.8397","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
DollFood,"1810 Admirers","1,609 sales","(665)","4.9796","On Etsy since 2010","I don't accept returns, exchanges, or cancellations","","3–5 business days","within a few hours."
MyChapterFour,"30 Admirers","179 sales","(33)","4.9697","On Etsy since 2019","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
ABGGoodStuff,"1080 Admirers","4,657 sales","(1478)","4.9545","On Etsy since 2011","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
Annickantiques,"193 Admirers","375 sales","(117)","4.875","On Etsy since 2015","I gladly accept exchanges","3 days of delivery","1–2 business days","within 24 hours."
SearchEndsHere,"1645 Admirers","2,368 sales","(811)","4.975","On Etsy since 2014","I gladly accept returns","14 days of delivery","1–2 business days","within a few hours."
electricbluevtg,"159 Admirers","280 sales","","5","On Etsy since 2010","I don't accept returns, exchanges, or cancellations","","","within 24 hours."
VintageBestGifts,"58 Admirers","53 sales","","5","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within 24 hours."
222nest,"585 Admirers","666 sales","(161)","4.9552","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
openslate,"1165 Admirers","886 sales","(259)","4.963","On Etsy since 2013","I gladly accept returns","7 days of delivery","1–3 business days","within 24 hours."
BandMamasShop,"","","","","On Etsy since 2019","","","1 business day",""
TheWolfeSpeaks,"39 Admirers","84 sales","(44)","5","On Etsy since 2018","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within 24 hours."
TheVintageAmerica,"853 Admirers","1,581 sales","(310)","4.8053","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
cvetishop,"224 Admirers","618 sales","(134)","4.9773","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1 business day","within 24 hours."
TammysFindings,"6004 Admirers","2,172 sales","(555)","4.9239","On Etsy since 2012","I gladly accept returns","3 days of delivery","1–3 business days","within a few hours."
RagandBonesFinds,"793 Admirers","2,095 sales","(559)","4.8367","On Etsy since 2012","I gladly accept cancellations","1 hour of purchase","1–2 business days","within 24 hours."
LucysArtEmporium,"688 Admirers","1,791 sales","(522)","4.9583","On Etsy since 2010","","","1–3 business days","within 24 hours."
AndersenARTiques,"356 Admirers","119 sales","(22)","5","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
SueBearsAttic,"247 Admirers","1,234 sales","(284)","4.8923","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
VintageGoofball,"975 Admirers","1,714 sales","(515)","4.9211","On Etsy since 2013","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within 24 hours."
LeVintageEnfolie,"168 Admirers","185 sales","(48)","4.6667","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","4–7 business days","within 24 hours."
DayJahView,"2592 Admirers","3,447 sales","(885)","4.831","On Etsy since 2012","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
ShabbyGoesLucky,"4054 Admirers","1,910 sales","(709)","5","On Etsy since 2012","I gladly accept returns and cancellations","14 days of delivery","1–2 business days","within a few hours."
MoreUnusualTheBetter,"707 Admirers","2,143 sales","(662)","4.9252","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
PopsGoods,"233 Admirers","849 sales","(124)","5","On Etsy since 2015","","","1–3 business days","within 24 hours."
MemesAntiqueAttic,"302 Admirers","800 sales","(210)","4.98","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","3–5 business days","within a few hours."
VintageArtistAttic,"337 Admirers","237 sales","(43)","3.6667","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–2 weeks",""
Goldnconnection,"221 Admirers","315 sales","(69)","4.8696","On Etsy since 2014","","","1–3 business days","within a few hours."
AntiquesandVaria,"1773 Admirers","1,314 sales","(396)","4.3947","On Etsy since 2011","I don't accept returns, exchanges, or cancellations","","1 business day","within a few hours."
BellaVitaVintage,"1051 Admirers","2,304 sales","(770)","4.9695","On Etsy since 2011","I gladly accept returns, exchanges, and cancellations","7 days of delivery","1–3 business days","within a few hours."
TreasureTimeCapsule,"4226 Admirers","11,832 sales","(2210)","4.9512","On Etsy since 2012","I gladly accept returns","3 days of delivery","3–5 business days","within 24 hours."
MoreUnusualTheBetter,"707 Admirers","2,143 sales","(662)","4.9252","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
TheVintageGallery77,"1322 Admirers","1,117 sales","(273)","4.9063","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
FritzTheDog,"345 Admirers","1,151 sales","(291)","4.9655","On Etsy since 2015","","","1–2 business days","within 24 hours."
vintageeclecticity,"2976 Admirers","1,980 sales","(594)","4.2","On Etsy since 2011","","","1–3 business days",""
BlackMarketTraders,"19 Admirers","20 sales","(4)","5","On Etsy since 2016","","","1–2 business days","within a few hours."
TheVintageAmerica,"853 Admirers","1,581 sales","(310)","4.8053","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
designeruniquefinds,"952 Admirers","181 sales","(52)","5","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–3 business days","within 24 hours."
OneMoreRide,"909 Admirers","3,829 sales","(1693)","4.9899","On Etsy since 2014","","","1–2 business days","within a few hours."
Popculturemania,"1250 Admirers","3,083 sales","(699)","4.8867","On Etsy since 2015","I gladly accept returns","3 days of delivery","3–5 business days","within a few hours."
GentryAntiques,"1361 Admirers","878 sales","(238)","5","On Etsy since 2012","I gladly accept cancellations","24 hours of purchase","1–2 weeks","within a few hours."
epicvintagejewelry,"2863 Admirers","18,645 sales","(4063)","4.8229","On Etsy since 2012","","","1–3 business days",""
MelodysLostTreasures,"362 Admirers","1,173 sales","(314)","4.963","On Etsy since 2014","","","3–5 business days","within 24 hours."
BrightwoodLane,"1815 Admirers","2,317 sales","(692)","4.9714","On Etsy since 2013","","","1–3 business days","within 24 hours."
YoNeato,"50 Admirers","85 sales","(20)","5","On Etsy since 2013","","","1–3 business days","within 24 hours."
VintageShopandNew,"524 Admirers","1,873 sales","(366)","4.8841","On Etsy since 2014","","","1–3 business days","within a few hours."
BasementComix,"192 Admirers","281 sales","(65)","4.8108","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within 24 hours."
